,latitud,provinciaAemet,altitud,indicativo,nombre,indsinop,longitud,distrito,ciudad,provincia,CA,pais
180,36.717777777777776,MALAGA,54.0,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",08481,-4.4816666666666665,Málaga,Málaga,Málaga,Andalucía,ESP
181,36.71666666666667,MALAGA,25.0,6172O,"MÁLAGA, PUERTO",08479,-4.419722222222222,Málaga,Málaga,Málaga,Andalucía,ESP
182,36.72638888888889,MALAGA,3.0,6205X,TORROX,08484,-3.957222222222222,Torrox-Costa,Torrox,Málaga,Andalucía,ESP
183,36.72277777777778,GRANADA,12.0,6268X,MOTRIL,08485,-3.5302777777777776,El Varadero,Motril,Granada,Andalucía,ESP
184,36.74722222222222,ALMERIA,8.0,6277B,ADRA,08486,-3.0205555555555557,Adra,Adra,Almería,Andalucía,ESP
185,36.68694444444444,ALMERIA,3.0,6293X,ROQUETAS DE MAR,08492,-2.7016666666666667,,El Ejido,Almería,Andalucía,ESP
186,36.83111111111111,ALMERIA,7.0,6297,ALMERÍA,,-2.4555555555555557,Almería,Almería,Almería,Andalucía,ESP
187,37.14138888888889,ALMERIA,869.0,6302A,ABLA,08427,-2.779722222222222,Abla,Abla,Almería,Andalucía,ESP
188,36.84638888888889,ALMERIA,21.0,6325O,ALMERÍA AEROPUERTO,08487,-2.3569444444444447,,Almería,Almería,Andalucía,ESP
189,36.98027777777778,ALMERIA,16.0,6332X,CARBONERAS,08488,-1.903611111111111,,Carboneras,Almería,Andalucía,ESP
190,37.39055555555556,ALMERIA,300.0,6367B,HUÉRCAL-OVERA,08428,-1.9436111111111112,Huércal-Overa,Huércal-Overa,Almería,Andalucía,ESP
191,35.93833333333333,ALMERIA,15.0,6381,ALBORÁN,08490,-3.036111111111111,,Almería,Almería,Andalucía,ESP
192,37.41722222222222,MURCIA,26.0,7002Y,ÁGUILAS,08432,-1.5869444444444445,Águilas,Águilas,Murcia,Región de Murcia,ESP
193,37.60111111111111,MURCIA,17.0,7012C,CARTAGENA,08434,-0.9877777777777778,Cartagena,Cartagena,Murcia,Región de Murcia,ESP
194,37.788888888888884,MURCIA,4.0,7031,SAN JAVIER AEROPUERTO,08433,-0.8033333333333333,,San Javier,Murcia,Región de Murcia,ESP
195,37.77833333333333,MURCIA,4.0,7031X,SAN JAVIER AEROPUERTO,08433,-0.8058333333333334,,San Javier,Murcia,Región de Murcia,ESP
196,38.54194444444444,ALBACETE,646.0,7096B,HELLÍN,08355,-1.7030555555555555,,Hellín,Albacete,Castilla-La Mancha,ESP
197,38.1025,MURCIA,643.0,7119B,CARAVACA DE LA CRUZ,08365,-1.8772222222222223,,Caravaca de la Cruz,Murcia,Región de Murcia,ESP
198,38.23277777777778,MURCIA,265.0,7145D,CIEZA,08363,-1.3805555555555555,,Cieza,Murcia,Región de Murcia,ESP
199,38.00194444444445,MURCIA,61.0,7178I,MURCIA,08430,-1.1708333333333334,Guadalupe de Maciascoque,Murcia,Murcia,Región de Murcia,ESP
200,37.65472222222222,MURCIA,312.0,7209,LORCA,08426,-1.6872222222222222,,Lorca,Murcia,Región de Murcia,ESP
201,37.95777777777778,MURCIA,75.0,7228,"ALCANTARILLA, BASE AÉREA",08429,-1.2286111111111113,,Murcia,Murcia,Región de Murcia,ESP
202,38.39972222222222,ALICANTE,575.0,7247X,PINOSO ,08357,-1.0380555555555557,Pinoso,Pinoso,Alicante,Comunidad Valenciana,ESP
203,38.60166666666667,MURCIA,640.0,7275C,YECLA,08356,-1.159722222222222,,Yecla,Murcia,Región de Murcia,ESP
204,38.282777777777774,ALICANTE,43.0,8019,ALICANTE-ELCHE AEROPUERTO,08360,-0.5708333333333333,,Elche,Alicante,Comunidad Valenciana,ESP
205,38.3725,ALICANTE,81.0,8025,ALICANTE/ALACANT,08359,-0.49416666666666664,Alicante,Alicante,Alicante,Comunidad Valenciana,ESP
206,38.78361111111111,ALICANTE,15.0,8050X,JÁVEA/ XÀBIA,08370,0.16777777777777778,,Jávea,Alicante,Comunidad Valenciana,ESP
207,38.928888888888885,VALENCIA,5.0,8058X,OLIVA,08282,-0.09583333333333333,Platja d'Oliva,Oliva,Valencia,Comunidad Valenciana,ESP
208,40.06722222222223,CUENCA,948.0,8096,CUENCA,08231,-2.1319444444444446,Cuenca,Cuenca,Cuenca,Castilla-La Mancha,ESP
209,38.95416666666667,ALBACETE,702.0,8175,ALBACETE BASE AÉREA,08280,-1.856388888888889,,Albacete,Albacete,Castilla-La Mancha,ESP
210,38.93583333333333,ALBACETE,880.0,8177A,CHINCHILLA,08278,-1.66,,Chinchilla de Monte-Aragón,Albacete,Castilla-La Mancha,ESP
211,39.00555555555555,ALBACETE,676.0,8178D,ALBACETE,08279,-1.8622222222222222,Albacete,Albacete,Albacete,Castilla-La Mancha,ESP
212,39.001666666666665,VALENCIA,88.0,8293X,XÀTIVA,08290,-0.5236111111111111,Xàtiva,Xàtiva,València,Comunitat Valenciana,ESP
213,39.57555555555556,VALENCIA,758.0,8309X,UTIEL,08281,-1.2447222222222223,,Utiel,Valencia,Comunidad Valenciana,ESP
214,39.18472222222222,VALENCIA,12.0,8325X,POLINYÀ DE XÚQUER,08287,-0.3719444444444444,,Polinyà de Xúquer,Valencia,Comunidad Valenciana,ESP
215,40.35055555555556,TERUEL,900.0,8368U,TERUEL,08235,-1.1241666666666668,,Teruel,Teruel,Aragón,ESP
216,39.485,VALENCIA,56.0,8414A,VALENCIA AEROPUERTO,08284,-0.4747222222222222,,Manises,València,Comunitat Valenciana,ESP
217,39.480555555555554,VALENCIA,11.0,8416,VALÈNCIA,08285,-0.3663888888888889,Valencia,Valencia,Valencia,Comunidad Valenciana,ESP
218,39.480555555555554,VALENCIA,11.0,8416Y,"VALÈNCIA, VIVEROS",08285,-0.3663888888888889,Valencia,Valencia,Valencia,Comunidad Valenciana,ESP
219,40.43333333333333,CASTELLON,1131.0,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,08241,-0.25583333333333336,Villafranca del Cid,Villafranca del Cid,Castellón,Comunidad Valenciana,ESP
220,39.95722222222223,CASTELLON,43.0,8500A,CASTELLÓN - ALMASSORA,08286,-0.07194444444444445,Almassora,Almassora,Castellón,Comunidad Valenciana,ESP
221,39.98916666666667,CASTELLON,23.0,8501,CASTELLÓ DE LA PLANA,,-0.03222222222222222,Castellón,Castellón,Castellón,Comunidad Valenciana,ESP
222,40.55416666666667,CASTELLON,111.0,8523X,VINARÒS,08239,0.4297222222222222,,Vinaròs,Castellón,Comunidad Valenciana,ESP
223,42.99194444444444,CANTABRIA,870.0,9001D,REINOSA,08032,-4.160555555555556,,Campoo de Enmedio,Cantabria,Cantabria,ESP
224,42.80638888888888,CANTABRIA,720.0,9019B,"VALDERREDIBLE, POLIENTES   ",08033,-3.933888888888889,,Valderredible,Cantabria,Cantabria,ESP
225,42.919999999999995,BURGOS,580.0,9051,MEDINA DE POMAR,08063,-3.4827777777777778,Medina de Pomar,Medina de Pomar,Burgos,Castilla y León,ESP
226,42.849722222222226,ARABA/ALAVA,521.0,9087,VITORIA AERÓDROMO,,-2.656111111111111,Vitoria,Vitoria,Álava,País Vasco,ESP
227,42.88194444444444,ARABA/ALAVA,513.0,9091O,FORONDA-TXOKIZA,08080,-2.735,,Vitoria,Álava,País Vasco,ESP
228,42.871944444444445,ARABA/ALAVA,513.0,9091R,VITORIA GASTEIZ AEROPUERTO,08080,-2.7327777777777778,,Vitoria,Álava,País Vasco,ESP
229,42.42111111111111,BURGOS,820.0,9111,BELORADO,08077,-3.1702777777777778,,Belorado,Burgos,Castilla y León,ESP
230,42.452222222222225,LA RIOJA,353.0,9170,"LOGROÑO, AEROPUERTO",08084,-2.331111111111111,Recajo,Agoncillo,La Rioja,La Rioja,ESP
231,42.57888888888889,HUESCA,823.0,9201K,JACA,08091,-0.5469444444444445,Jaca,Jaca,Huesca,Aragón,ESP
232,42.70888888888889,HUESCA,1040.0,9208E,ARAGÜÉS DEL PUERTO,08095,-0.6730555555555555,,Aragüés del Puerto,Huesca,Aragón,ESP
233,42.490833333333335,ZARAGOZA,626.0,9244X,SOS DEL REY CATÓLICO,08090,-1.213611111111111,,Sos del Rey Católico,Zaragoza,Aragón,ESP
234,42.81777777777778,NAVARRA,450.0,9262,PAMPLONA,,-1.6383333333333332,Pamplona,Pamplona,Navarra,Comunidad Foral de Navarra,ESP
235,42.776944444444446,NAVARRA,459.0,9263D,"PAMPLONA, AEROPUERTO",08085,-1.65,,Noáin (Valle de Elorz),Navarra,Comunidad Foral de Navarra,ESP
236,42.77611111111111,NAVARRA,572.0,9263X,"ARANGUREN, ILUNDAIN  ",08089,-1.5325,Ilundáin,Aranguren,Navarra,Comunidad Foral de Navarra,ESP
237,42.206944444444446,NAVARRA,268.0,9283X,CADREITA,08153,-1.7113888888888888,,Alfaro,La Rioja,La Rioja,ESP
238,42.198611111111106,NAVARRA,295.0,9294E,"BARDENAS REALES, BASE AÉREA ",08087,-1.475277777777778,,Bardenas Reales,Navarra,Comunidad Foral de Navarra,ESP
239,40.865,TERUEL,932.0,9381,"CALAMOCHA, AERÓDROMO",,-1.305,,Fuentes Claras,Teruel,Aragón,ESP
240,40.92611111111111,TERUEL,890.0,9381I,CALAMOCHA,08233,-1.2933333333333332,Calamocha,Calamocha,Teruel,Aragón,ESP
241,41.114444444444445,ZARAGOZA,779.0,9390,DAROCA,08157,-1.41,Daroca,Daroca,Zaragoza,Aragón,ESP
242,41.33111111111111,ZARAGOZA,582.0,9394X,CALATAYUD,08156,-1.6452777777777778,,Calatayud,Zaragoza,Aragón,ESP
243,41.660555555555554,ZARAGOZA,249.0,9434,"ZARAGOZA, AEROPUERTO",08160,-1.0041666666666667,,Zaragoza,Zaragoza,Aragón,ESP
244,41.62083333333334,ZARAGOZA,254.0,9434P,"ZARAGOZA, VALDESPARTERA",08159,-0.935,Zaragoza,Zaragoza,Zaragoza,Aragón,ESP
245,40.49861111111111,CASTELLON,1220.0,9563X,CASTELLFORT,08237,-0.18666666666666665,,Castellfort,Castellón,Comunidad Valenciana,ESP
246,40.946666666666665,TERUEL,466.0,9569A,CALANDA,08166,-0.23777777777777778,Calanda,Calanda,Teruel,Aragón,ESP
247,41.058055555555555,TERUEL,334.0,9573X,ALCAÑIZ,08164,-0.14166666666666666,,Alcañiz,Teruel,Aragón,ESP
248,41.5225,ZARAGOZA,357.0,9576C,BUJARALOZ,08165,-0.17444444444444443,,La Almolda,Zaragoza,Aragón,ESP
249,42.3325,GIRONA,1703.0,9585,LA MOLINA,08117,1.9394444444444445,,Alp,Girona,Catalunya,ESP
250,42.35472222222222,LLEIDA,677.0,9619,LA SEU D'URGELL,08115,1.4630555555555556,La Seu d'Urgell,La Seu d'Urgell,Lleida,Catalunya,ESP
251,42.20527777777778,LLEIDA,807.0,9698U,TALARN,08112,0.8652777777777777,,Tremp,Lleida,Catalunya,ESP
252,41.650555555555556,LLEIDA,388.0,9720X,TÀRREGA,08173,1.1494444444444445,Tàrrega,Tàrrega,Lleida,Catalunya,ESP
253,41.617222222222225,LLEIDA,199.0,9771,"LLEIDA, OBSERVATORIO",,0.6211111111111112,Lleida,Lleida,Lleida,Catalunya,ESP
254,41.626111111111115,LLEIDA,185.0,9771C,LLEIDA,08171,0.5980555555555556,Lleida,Lleida,Lleida,Catalunya,ESP
255,42.63,HUESCA,992.0,9784P,BIELSA,08103,0.22472222222222224,,Bielsa,Huesca,Aragón,ESP
256,42.626666666666665,HUESCA,1020.0,9814A,TORLA,08101,-0.11166666666666668,Torla,Torla-Ordesa,Huesca,Aragón,ESP
257,42.08444444444444,HUESCA,546.0,9898,"HUESCA, AEROPUERTO",08094,-0.32555555555555554,,Alcalá del Obispo,Huesca,Aragón,ESP
258,40.82027777777778,TARRAGONA,50.0,9981A,ESTACIÓN DE TORTOSA (ROQUETES),08238,0.49333333333333335,,Roquetes,Tarragona,Catalunya,ESP
259,40.69916666666666,TARRAGONA,1.0,9987P,SANT JAUME D'ENVEJA,08240,0.81,,Sant Jaume d'Enveja,Tarragona,Catalunya,ESP
260,42.70027777777778,LLEIDA,1161.0,9990X,"NAUT ARAN, ARTIES ",08107,0.8769444444444445,,Naut Aran,Lleida,Catalunya,ESP
261,39.82333333333334,ILLES BALEARS,490.0,B013X,"ESCORCA, LLUC",08304,2.8858333333333333,,Escorca,Illes Balears,Illes Balears,ESP
262,39.555277777777775,ILLES BALEARS,3.0,B228,"PALMA, PUERTO",08301,2.625277777777778,Palma,Palma,Illes Balears,Illes Balears,ESP
263,39.735,ILLES BALEARS,1030.0,B248,"SIERRA DE ALFABIA, BUNYOLA",08303,2.7130555555555556,,Bunyola,Illes Balears,Illes Balears,ESP
264,39.56083333333333,ILLES BALEARS,8.0,B278,"PALMA DE MALLORCA, AEROPUERTO",08306,2.736666666666667,,Palma,Islas Baleares,Islas Baleares,ESP
265,39.52166666666667,ILLES BALEARS,120.0,B346X,PORRERES,08310,3.0191666666666666,,Porreres,Islas Baleares,Islas Baleares,ESP
266,39.41444444444444,ILLES BALEARS,17.0,B434X,PORTOCOLOM  ,08309,3.2716666666666665,Porto Colom,Felanitx,Islas Baleares,Islas Baleares,ESP
267,39.71666666666667,ILLES BALEARS,57.0,B569X,CAPDEPERA,08311,3.4780555555555557,,Capdepera,Illes Balears,Illes Balears,ESP
268,39.74916666666667,ILLES BALEARS,40.0,B691Y,SA POBLA,08312,3.0166666666666666,,Sa Pobla,Illes Balears,Illes Balears,ESP
269,39.85472222222222,ILLES BALEARS,91.0,B893,"MENORCA, AEROPUERTO",08314,4.2155555555555555,,Mahón,Islas Baleares,Islas Baleares,ESP
270,38.87638888888889,ILLES BALEARS,6.0,B954,"IBIZA, AEROPUERTO",08373,1.3844444444444444,,Sant Josep de sa Talaia,Illes Balears,Illes Balears,ESP
271,28.951944444444443,LAS PALMAS,14.0,C029O,LANZAROTE AEROPUERTO,60040,-13.600277777777777,,San Bartolomé,Las Palmas,Islas Canarias,ESP
272,28.59583333333333,STA. CRUZ DE TENERIFE,62.0,C129Z,TAZACORTE,60004,-17.915277777777778,,Tazacorte,Santa Cruz de Tenerife,Islas Canarias,ESP
273,28.633055555555558,STA. CRUZ DE TENERIFE,33.0,C139E,LA PALMA AEROPUERTO,60005,-17.755,,Breña Baja,Santa Cruz de Tenerife,Islas Canarias,ESP
274,28.049166666666668,LAS PALMAS,15.0,C229J,PÁJARA,60034,-14.358055555555556,Morro del Jable,Pájara,Las Palmas,Islas Canarias,ESP
275,28.44472222222222,LAS PALMAS,25.0,C249I,FUERTEVENTURA AEROPUERTO,60035,-13.863055555555555,,Puerto del Rosario,Las Palmas,Islas Canarias,ESP
276,28.08972222222222,STA. CRUZ DE TENERIFE,15.0,C329Z,SAN SEBASTIÁN DE LA GOMERA,60008,-17.11138888888889,San Sebastián de la Gomera,San Sebastián de la Gomera,Santa Cruz de Tenerife,Islas Canarias,ESP
277,28.046944444444446,STA. CRUZ DE TENERIFE,64.0,C429I,TENERIFE SUR AEROPUERTO,60025,-16.561111111111114,,Granadilla de Abona,Santa Cruz de Tenerife,Islas Canarias,ESP
278,28.30888888888889,STA. CRUZ DE TENERIFE,2371.0,C430E,IZAÑA,60010,-16.499444444444446,,Güímar,Santa Cruz de Tenerife,Islas Canarias,ESP
279,28.31833333333333,STA. CRUZ DE TENERIFE,115.0,C439J,GÜÍMAR,60018,-16.38222222222222,,Güímar,Santa Cruz de Tenerife,Islas Canarias,ESP
280,28.4775,STA. CRUZ DE TENERIFE,632.0,C447A,TENERIFE NORTE AEROPUERTO,60015,-16.329444444444444,,San Cristóbal de La Laguna,Santa Cruz de Tenerife,Islas Canarias,ESP
281,28.46333333333333,STA. CRUZ DE TENERIFE,35.0,C449C,STA.CRUZ DE TENERIFE,60020,-16.255277777777778,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Islas Canarias,ESP
282,28.418055555555558,STA. CRUZ DE TENERIFE,25.0,C459Z,PUERTO DE LA CRUZ,60012,-16.548055555555557,Puerto de la Cruz,Puerto de la Cruz,Santa Cruz de Tenerife,Islas Canarias,ESP
283,28.000833333333333,LAS PALMAS,10.0,C619I,LA ALDEA DE SAN NICOLÁS,60027,-15.81388888888889,,La Aldea de San Nicolás,Las Palmas,Islas Canarias,ESP
284,27.81638888888889,LAS PALMAS,10.0,C629X,"MOGÁN, PUERTO",60036,-15.764166666666666,Puerto de Mogán,Mogán,Las Palmas,Islas Canarias,ESP
285,27.91777777777778,LAS PALMAS,32.0,C649I,GRAN CANARIA AEROPUERTO,60030,-15.395277777777777,,Telde,Las Palmas,Islas Canarias,ESP
286,28.08972222222222,LAS PALMAS,55.0,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",60029,-15.416111111111112,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,Islas Canarias,ESP
287,28.113055555555558,LAS PALMAS,15.0,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",60032,-15.421388888888888,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,Islas Canarias,ESP
288,27.735833333333336,LAS PALMAS,6.0,C689E,MASPALOMAS,60037,-15.595833333333333,Montaña Blanca,San Bartolomé de Tirajana,Las Palmas,Islas Canarias,ESP
289,29.231944444444444,LAS PALMAS,10.0,C839I,TEGUISE,,-13.501944444444444,Caleta de Sebo,Teguise,Las Palmas,Islas Canarias,ESP
290,27.81888888888889,STA. CRUZ DE TENERIFE,32.0,C929I,HIERRO AEROPUERTO,60001,-17.88888888888889,,Valverde,Santa Cruz de Tenerife,Islas Canarias,ESP
